0,-2.5,-5.000000000000000e-01,+5.000000000000000e-01,-5.000000000000000e-01,+5.000000000000000e-01,-5.000000000000000e-01,+5.000000000000000e-01,-5.000000000000000e-01,+5.000000000000000e-01,-5.000000000000000e-01,+5.000000000000000e-01,-5.000000000000000e-01
0.1,-2.5,-4.975046827327805e-01,+4.950130032304196e-01,-4.950166385664246e-01,+4.950166361479994e-01,-4.950166361521183e-01,+4.950166361458088e-01,-4.950166361521188e-01,+4.950166361480006e-01,-4.950166385664266e-01,+4.950130032304220e-01,-4.975046827327816e-01
0.2,-2.50000000000001,-4.900746953118918e-01,+4.802072096027215e-01,-4.802648745172287e-01,+4.802647207368827e-01,-4.802647209831757e-01,+4.802647209453839e-01,-4.802647209831744e-01,+4.802647207368814e-01,-4.802648745172289e-01,+4.802072096027220e-01,-4.900746953118921e-01
0.3,-2.50000000000001,-4.778762285451949e-01,+4.560419441740322e-01,-4.563296981113322e-01,+4.563279708159610e-01,-4.563279765858848e-01,+4.563279765048371e-01,-4.563279765858824e-01,+4.563279708159587e-01,-4.563296981113324e-01,+4.560419441740325e-01,-4.778762285451950e-01
0.4,-2.50000000000002,-4.611806582441084e-01,+4.232621771082979e-01,-4.241534655986104e-01,+4.241439502402122e-01,-4.241440065909812e-01,+4.241440061703787e-01,-4.241440065909879e-01,+4.241439502402284e-01,-4.241534655986230e-01,+4.232621771083028e-01,-4.611806582441090e-01
0.5,-2.50000000000002,-4.403563567785839e-01,+3.828687372504904e-01,-3.849890410457231e-01,+3.849536507991329e-01,-3.849539782824272e-01,+3.849539761142210e-01,-3.849539782824388e-01,+3.849536507991576e-01,-3.849890410457402e-01,+3.828687372504959e-01,-4.403563567785847e-01
0.6,-2.50000000000003,-4.158576696981394e-01,+3.360786897924440e-01,-3.403382011702132e-01,+3.402357408269758e-01,-3.402371076705596e-01,+3.402370958389814e-01,-3.402371076705643e-01,+3.402357408269999e-01,-3.403382011702361e-01,+3.360786897924511e-01,-4.158576696981395e-01
0.7,-2.50000000000006,-3.882114706937063e-01,+2.842778083202708e-01,-2.918789596222277e-01,+2.916298263254187e-01,-2.916343570627983e-01,+2.916343054660804e-01,-2.916343570628045e-01,+2.916298263254465e-01,-2.918789596222517e-01,+2.842778083202774e-01,-3.882114706937057e-01
0.8,-2.50000000000004,-3.580017965139387e-01,+2.289674277345371e-01,-2.413860362014127e-01,+2.408536686983578e-01,-2.408663396579237e-01,+2.408661518807539e-01,-2.408663396579272e-01,+2.408536686983886e-01,-2.413860362014416e-01,+2.289674277345444e-01,-3.580017965139380e-01
0.9,-2.50000000000007,-3.258531205883754e-01,+1.717081842151857e-01,-1.906489847375106e-01,+1.896195143137494e-01,-1.896506025438230e-01,+1.896500186815441e-01,-1.896506025438263e-01,+1.896195143137782e-01,-1.906489847375399e-01,+1.717081842151933e-01,-3.258531205883752e-01
1,-2.50000000000006,-2.924128665934118e-01,+1.140632343312097e-01,-1.413924618558431e-01,+1.395545183831277e-01,-1.396232468676264e-01,+1.396216452050811e-01,-1.396232468676256e-01,+1.395545183831542e-01,-1.413924618558710e-01,+1.140632343312160e-01,-2.924128665934109e-01
1.1,-2.50000000000006,-2.583337670690845e-01,+5.754348113154233e-02,-9.520282019195329e-02,+9.212972139555957e-02,-9.226927022930527e-02,+9.226530992647988e-02,-9.226927022930176e-02,+9.212972139557936e-02,-9.520282019197894e-02,+5.754348113154586e-02,-2.583337670690832e-01
1.2,-2.50000000000005,-2.242566645762104e-01,+3.557145442760088e-03,-5.346463657283678e-02,+4.860123445059251e-02,-4.886517426894984e-02,+4.885619104927381e-02,-4.886517426893837e-02,+4.860123445061524e-02,-5.346463657286084e-02,+3.557145442762561e-03,-2.242566645762080e-01
1.3,-2.50000000000008,-1.907943057679760e-01,-4.663429694918816e-02,-1.731004061251147e-02,+9.966280529563236e-03,-1.043633479911115e-02,+1.041739519842190e-02,-1.043633479908908e-02,+9.966280529585160e-03,-1.731004061253660e-02,-4.663429694918348e-02,-1.907943057679742e-01
1.4,-2.50000000000006,-1.585166262621936e-01,-9.195219485275283e-02,+1.241719469734433e-02,-2.306436550524522e-02,+2.226948961224651e-02,-2.230699537881259e-02,+2.226948961226006e-02,-2.306436550522933e-02,+1.241719469732597e-02,-9.195219485275082e-02,-1.585166262621924e-01
1.5,-2.50000000000007,-1.279379378934458e-01,-1.315276814824830e-01,+3.518178023179897e-02,-5.007712847633787e-02,+4.879227316092916e-02,-4.886261108093182e-02,+4.879227316094202e-02,-5.007712847632679e-02,+3.518178023178288e-02,-1.315276814824820e-01,-1.279379378934457e-01
1.6,-2.50000000000007,-9.950634872587233e-02,-1.647188822905591e-01,+5.076119979044553e-02,-7.095021358270329e-02,+6.895425596037261e-02,-6.908002230338321e-02,+6.895425596039011e-02,-7.095021358269166e-02,+5.076119979043325e-02,-1.647188822905599e-01,-9.950634872587233e-02
1.7,-2.50000000000008,-7.359563615784315e-02,-1.911182631211979e-01,+5.923497388827567e-02,-8.583358534980516e-02,+8.284059560428395e-02,-8.305616972744488e-02,+8.284059560430279e-02,-8.583358534979647e-02,+5.923497388826787e-02,-1.911182631212005e-01,-7.359563615784220e-02
1.8,-2.50000000000008,-5.049970393036809e-02,-2.105504874614764e-01,+6.096049399147071e-02,-9.511663866382110e-02,+9.076851623308088e-02,-9.112436033779295e-02,+9.076851623310335e-02,-9.511663866381337e-02,+6.096049399146584e-02,-2.105504874614790e-01,-5.049970393036973e-02
1.9,-2.50000000000008,-3.042964078081027e-02,-2.230615985976675e-01,+5.653762034819770e-02,-9.938639132831532e-02,+9.324782419245820e-02,-9.381562766774780e-02,+9.324782419248336e-02,-9.938639132831008e-02,+5.653762034819598e-02,-2.230615985976708e-01,-3.042964078081336e-02
2,-2.50000000000008,-1.351331790698349e-02,-2.289006839851338e-01,+4.676468447968488e-02,-9.937931346454897e-02,+9.093587970358993e-02,-9.181449765323672e-02,+9.093587970361050e-02,-9.937931346454699e-02,+4.676468447969087e-02,-2.289006839851415e-01,-1.351331790698479e-02
